http://staff.computing.dundee.ac.uk/katya/ML4PG/,institutional
http://depic.eecs.qmul.ac.uk/?q=ofxenveloper,institutional
https://github.com/IARHeritages/HeritageTribalism_BigData,public_commercial_code_repo
http://www.well.ox.ac.uk/platypus,institutional
missing,missing
http://www.flame.ac.uk,institutional
https://www.dynahealth.eu/software,project or consortium
https://github.com/parkmh/bcempaper,public_commercial_code_repo
missing,missing
missing,missing
http://isa-tools.org/2016/10/release-of-the-isa-specs/,software_specific_website
https://zenodo.org/record/3673104,public_noncommercial_archive_repo
https://github.com/Digital-Cultures/pluralheritages/,public_commercial_code_repo
https://bitbucket.org/vidalje/singe/src/default/,public_commercial_code_repo
missing,missing
http://firedrakeproject.org/gusto/,software_specific_website
http://www.openmicroscopy.org/site/products/partner/flimfit,discipline_software_repo
missing,missing
missing,missing
http://prosecco.gforge.inria.fr/webspi/,international_institutional
missing,missing
missing,missing
https://www.openmicroscopy.org/site/support/omero5/users/index.html,discipline_software_repo
missing,missing
https://r-forge.r-project.org/R/?group_id=411,public_noncommercial_package_repo
missing,missing
missing,missing
http://fair.dei.unipd.it/software/,international_institutional
http://bitbucket.org/claughton/crossflow.git,public_commercial_code_repo
http://hridigital.shef.ac.uk/pegasus,institutional
https://www.bioconductor.org/packages/release/bioc/html/casper.html,discipline_software_repo
http://iopscience.iop.org/0953-8984/labtalk-article/53397,publisher
https://github.com/klusta-team/klustaviewa,public_commercial_code_repo
missing,missing
missing,missing
http://www.met.reading.ac.uk/clouds/adept/,institutional
missing,missing
missing,missing
http://www.ccp4.ac.uk,institutional
missing,missing
http://www.qub.ac.uk/research-centres/CentreforDataDigitisationandAnalysis/ServicesandOutputs/3DTechnologies/Motion3DScanning/,institutional
http://ecohairandbeauty.com/virtual-salon,web app
http://www.castep.org,software_specific_website
https://bitbucket.org/byornski/dft-python-api/,public_commercial_code_repo
http://eiis.co.uk/3c/3D.html,project or consortium
missing,missing
http://www.sixthsensetransport.com/mobile-apps/wsb-mobile-app/,Non-responsive
http://www.onetep.org,software_specific_website
https://zenodo.org/record/6303275,public_noncommercial_archive_repo
https://github.com/Trovemaster/TROVE,public_commercial_code_repo
http://maptraits.wordpress.com/software/,project or consortium
http://www.bioconductor.org/packages/release/bioc/html/pRoloc.html,discipline_software_repo
https://www.airqo.net/,commercial website
http://TurkVolc.com,Non-responsive
http://www.ccp5.ac.uk/DL_POLY/,institutional
missing,missing
http://www.latfield.org/,Non-responsive
http://tempy.ismb.lon.ac.uk/,institutional
http://shadow.rl.ac.uk/calcalc/,institutional
http://svn.code.sf.net/p/mcisb/code/libChEBI/,public_commercial_code_repo
missing,missing
https://expl.ore.exeter.ac.uk/explore,institutional
missing,missing
missing,missing
missing,missing
missing,missing
http://soft-dev.org/pubs/files/sqpyte/,institutional_group
missing,missing
missing,missing
http://sourceforge.net/projects/pyclamp,public_commercial_code_repo
missing,missing
http://52.202.219.239:8080/,Non-responsive
missing,missing
https://www.nature.com/articles/s41467-019-08893-9#data-availability,publisher
https://finesse.readthedocs.io/en/latest/,documentation_site
