https://github.com/darrenjw/ebi-metagenomics-stats,public_commercial_code_repo
https://github.com/matthew-gaddes/VolcNet,public_commercial_code_repo
https://github.com/ozgurasarstat/robjm,public_commercial_code_repo
https://github.com/crossminer/scava/tree/master/crossflow,public_commercial_code_repo
https://github.com/ahadjigeorghiou/TESSPositionalProbability,public_commercial_code_repo
https://github.com/lukasturcani/stk,public_commercial_code_repo
https://arxiv.org/abs/1801.05490,preprint_site
https://github.com/andrewstephenmason,public_commercial_code_repo
https://github.com/GenomeRIK/tama,public_commercial_code_repo
https://github.com/evotools/hapbin,public_commercial_code_repo
https://github.com/tmichoel/krux,public_commercial_code_repo
https://github.com/lingfeiwang/findr,public_commercial_code_repo
https://github.com/andrewstephenmason,public_commercial_code_repo
https://github.com/GenomeRIK/tama,public_commercial_code_repo
https://github.com/QCrBox/QCrBox,public_commercial_code_repo
https://github.com/CSTR-Edinburgh/ophelia,public_commercial_code_repo
https://github.com/CSTR-Edinburgh/Ossian,public_commercial_code_repo
https://github.com/CSTR-Edinburgh/waffler,public_commercial_code_repo
https://github.com/CSTR-Edinburgh/snickery,public_commercial_code_repo
https://github.com/CSTR-Edinburgh/merlin,public_commercial_code_repo
https://github.com/JIC-CSB/kilombo,public_commercial_code_repo
https://github.com/ma-tech,public_commercial_code_repo
https://github.com/RingBDStack/HAWK,public_commercial_code_repo
https://ieeexplore.ieee.org/document/9353275,publisher
https://github.com/Vectorpack/Vectorpack_cpp,public_commercial_code_repo
https://opticapublishing.figshare.com/articles/software/codes_of_Multiple-measurement-MPF_rar/13200503,public_noncommercial_archive_repo
https://opticapublishing.figshare.com/articles/software/codes_of_Multiple-measurement-MPF_rar/13200503/1,public_noncommercial_archive_repo
https://onetep.org/,software_specific_website
https://www.mtg.msm.cam.ac.uk/Codes/AIRSS,institutional
https://www.mtg.msm.cam.ac.uk/Codes/EDDP,institutional
https://www.mtg.msm.cam.ac.uk/Codes/sheap,institutional
https://github.com/NMRExchangeFormat/NEF/,public_commercial_code_repo
https://github.com/BayesExeter/ExeterUQ,public_commercial_code_repo
https://eprint.iacr.org/2019/089,discipline-specific (non-software repo)
https://github.com/Indicative-Data-Science/gnssmapper,public_commercial_code_repo
https://github.com/wadpac/sleepsight-analytics-pipeline,public_commercial_code_repo
https://github.com/eastmallingresearch/crosslink,public_commercial_code_repo
https://github.com/JohnstonLab/OMMI,public_commercial_code_repo
https://figshare.com/articles/software/Blagrove_et_al_2022_poxvriuses_data_and_code/20485332,public_noncommercial_archive_repo
http://www.gwoptics.org/finesse/,software_specific_website
https://cran.r-project.org/web/packages/GNAR/index.html,public_noncommercial_package_repo
https://cran.r-project.org/web/packages/regspec/index.html,public_noncommercial_package_repo
https://cran.r-project.org/web/packages/BootWPTOS/index.html,public_noncommercial_package_repo
https://cran.r-project.org/web/packages/liftLRD/index.html,public_noncommercial_package_repo
https://cran.r-project.org/web/packages/hwwntest/index.html,public_noncommercial_package_repo
https://cran.r-project.org/web/packages/PP3/index.html,public_noncommercial_package_repo
https://arxiv.org/abs/1604.03651,preprint_site
https://ui.adsabs.harvard.edu/#abs/2016MNRAS.459.4191S/abstract,international_institutional
https://arxiv.org/abs/1701.04833,preprint_site
https://hoys.space/,project or consortium
https://github.com/justyncw/STAR_MELT,public_commercial_code_repo
https://gitlab.com/drFaustroll/scatola,public_commercial_code_repo
https://gitlab.com/ccp5/dl-poly,public_commercial_code_repo
https://github.com/trisyoungs/aten,public_commercial_code_repo
https://gitlab.com/drFaustroll/DLWizard,public_commercial_code_repo
https://gitlab.com/drFaustroll/dlTables,public_commercial_code_repo
https://github.com/swise5/SimpleDriverDemo,public_commercial_code_repo
https://github.com/UCL/artcat,public_commercial_code_repo
http://ico2s.org/software/simbiotics.html,project or consortium
http://ico2s.org/software/infobiotics.html,project or consortium
https://github.com/IARHeritages,public_commercial_code_repo
https://github.com/IARHeritages,public_commercial_code_repo
https://github.com/IARHeritages/HeritageTribalism_BigData,public_commercial_code_repo
https://dual.sphysics.org,software_specific_website
https://knaidoo29.github.io/mistreedoc/,software_specific_website
